student_id,topic_id,subject,grade,ability,diligence,difficulty,learned_on,R0,lambda_true,threshold,t_threshold_days,next_review_date
S001,T001,Chemistry,9,0.49799629176322635,0.7465891404679688,0.5341543342568963,2023-03-01,0.7923676498539113,0.04525874652929141,0.6,6.144576564217977,2023-03-08
S001,T007,Math,9,0.49799629176322635,0.7465891404679688,0.9259074468605311,2023-01-09,0.7140170273331843,0.06367547069931921,0.6,2.7322476415792547,2023-01-12
S001,T010,Math,9,0.49799629176322635,0.7465891404679688,0.3628169331174045,2023-02-12,0.8266351300818097,0.03720399583229299,0.6,8.612885209882636,2023-02-21
S001,T011,Math,9,0.49799629176322635,0.7465891404679688,0.6602993029112626,2023-05-31,0.767138656123038,0.051188953637804666,0.6,4.800604223432743,2023-06-05
S001,T014,Math,9,0.49799629176322635,0.7465891404679688,0.8945256436960216,2023-03-17,0.7202933879660862,0.06220017926130674,0.6,2.937756116646578,2023-03-20
S001,T015,Physics,9,0.49799629176322635,0.7465891404679688,0.5656771678625977,2023-01-02,0.786063083132771,0.04674066795606835,0.6,5.778851784596625,2023-01-08
S001,T016,Math,9,0.49799629176322635,0.7465891404679688,0.5891379171723502,2023-05-30,0.7813709332708205,0.04784358235536513,0.6,5.520496489578842,2023-06-05
S001,T017,Physics,9,0.49799629176322635,0.7465891404679688,0.7566121915239759,2023-01-27,0.7478760784004953,0.05571672341558713,0.6,3.954066659710243,2023-01-31
S001,T020,Math,9,0.49799629176322635,0.7465891404679688,0.6156929804439206,2023-05-09,0.7760599206165064,0.04909196369518352,0.6,5.241185316457967,2023-05-15
S001,T025,Math,9,0.49799629176322635,0.7465891404679688,0.7489946679324371,2023-05-11,0.7493995831188031,0.05535861565248178,0.6,4.016405978293152,2023-05-16
S001,T031,Math,9,0.49799629176322635,0.7465891404679688,0.604474383743026,2023-05-23,0.7783036399566853,0.0485645657132198,0.6,5.357549722134218,2023-05-29
S001,T034,Physics,9,0.49799629176322635,0.7465891404679688,0.6591772338546266,2023-01-26,0.7673630699343652,0.051136203996127415,0.6,4.811276133007829,2023-01-31
S001,T035,Physics,9,0.49799629176322635,0.7465891404679688,0.6578442987810492,2023-06-05,0.7676296569490807,0.0510735413221196,0.6,4.8239800439752765,2023-06-10
S001,T048,Math,9,0.49799629176322635,0.7465891404679688,0.5726037616248777,2023-02-17,0.784677764380315,0.047066294384177455,0.6,5.701393971364243,2023-02-23
S002,T009,Math,12,0.6348380545741505,0.6661916244600647,0.749472907012753,2023-01-28,0.8040406404271095,0.0534579113627559,0.6,5.475712631080712,2023-02-03
S002,T010,Math,12,0.6348380545741505,0.6661916244600647,0.3628169331174045,2023-04-26,0.8813718352061793,0.035912034559971884,0.6,10.708107930458592,2023-05-07
S002,T011,Math,12,0.6348380545741505,0.6661916244600647,0.6602993029112626,2023-01-19,0.8218753612474077,0.049411344964564244,0.6,6.368154923046901,2023-01-26
S002,T026,Chemistry,12,0.6348380545741505,0.6661916244600647,0.7336654550008684,2023-01-08,0.8072021308294866,0.05274059254630974,0.6,5.624594629613683,2023-01-14
S002,T033,Math,12,0.6348380545741505,0.6661916244600647,0.5384550976132614,2023-03-17,0.8462442023070079,0.04388223495559674,0.6,7.836390245263667,2023-03-25
S002,T035,Physics,12,0.6348380545741505,0.6661916244600647,0.6578442987810492,2023-03-31,0.8223663620734504,0.04929994050445701,0.6,6.394659573102237,2023-04-07
S002,T038,Chemistry,12,0.6348380545741505,0.6661916244600647,0.6016361742725164,2023-02-06,0.8336079869751569,0.04674929886298274,0.6,7.0339792261912475,2023-02-14
S002,T043,Math,12,0.6348380545741505,0.6661916244600647,0.6575320125729744,2023-01-19,0.8224288193150653,0.04928576941774421,0.6,6.398039140659272,2023-01-26
S003,T005,Math,11,0.6439608709948021,0.7993476622797075,0.7296418197747374,2023-01-06,0.8116559844429734,0.05025164125566923,0.6,6.0126778577843165,2023-01-13
S003,T008,Math,11,0.6439608709948021,0.7993476622797075,0.5248738669320687,2023-06-14,0.8526095750115071,0.04136733111537274,0.6,8.493950901488914,2023-06-23
S003,T013,Chemistry,11,0.6439608709948021,0.7993476622797075,0.40772158707475514,2023-06-29,0.8760400309829698,0.03628442056493673,0.6,10.430981844341082,2023-07-10
S003,T017,Physics,11,0.6439608709948021,0.7993476622797075,0.7566121915239759,2023-03-12,0.8062619100931256,0.051421810434453895,0.6,5.746180122730131,2023-03-18
S003,T029,Physics,11,0.6439608709948021,0.7993476622797075,0.8940176758141973,2023-01-21,0.7787808132350814,0.05738345101573137,0.6,4.544864016427514,2023-01-26
S003,T036,Math,11,0.6439608709948021,0.7993476622797075,0.6259457357623512,2023-06-26,0.8323952012454506,0.0457525574981238,0.6,7.155396162016159,2023-07-04
S003,T038,Chemistry,11,0.6439608709948021,0.7993476622797075,0.6016361742725164,2023-02-15,0.8372571135434176,0.04469783345243173,0.6,7.454534750461078,2023-02-23
S003,T045,Math,11,0.6439608709948021,0.7993476622797075,0.4964385693952015,2023-02-02,0.8582966345188806,0.040133602894027266,0.6,8.920707003169872,2023-02-11
S003,T046,Chemistry,11,0.6439608709948021,0.7993476622797075,0.7676272263960915,2023-04-13,0.8040589031187025,0.05189972206394237,0.6,5.6405480072519225,2023-04-19
S003,T048,Math,11,0.6439608709948021,0.7993476622797075,0.5726037616248777,2023-04-19,0.8430635960729453,0.04343819807247133,0.6,7.829807754783821,2023-04-27
S003,T049,Math,11,0.6439608709948021,0.7993476622797075,0.5188470716289035,2023-02-23,0.8538149340721402,0.04110584528283848,0.6,8.582351435119739,2023-03-04
S004,T001,Chemistry,10,0.4928472872960448,0.5266219192413941,0.5341543342568963,2023-04-05,0.7903080480670387,0.0484242066878066,0.6,5.689161833429855,2023-04-11
S004,T007,Math,10,0.4928472872960448,0.5266219192413941,0.9259074468605311,2023-02-24,0.7119574255463117,0.06812902235574755,0.6,2.5112419481614063,2023-02-27
S004,T017,Physics,10,0.4928472872960448,0.5266219192413941,0.7566121915239759,2023-05-21,0.7458164766136227,0.05961362913348866,0.6,3.6493316710136967,2023-05-25
S004,T026,Chemistry,10,0.4928472872960448,0.5266219192413941,0.7336654550008684,2023-03-11,0.7504058239182443,0.05845942971854713,0.6,3.8263203149220026,2023-03-15
S004,T030,Physics,10,0.4928472872960448,0.5266219192413941,0.3936578292566362,2023-01-26,0.8184073490670907,0.04135736370953237,0.6,7.506052401205147,2023-02-03
S004,T031,Math,10,0.4928472872960448,0.5266219192413941,0.604474383743026,2023-01-09,0.7762440381698127,0.05196123949828136,0.6,4.956334763993247,2023-01-14
S004,T033,Math,10,0.4928472872960448,0.5266219192413941,0.5384550976132614,2023-01-27,0.7894478953957657,0.04864053106773401,0.6,5.641471696805095,2023-02-02
S004,T038,Chemistry,10,0.4928472872960448,0.5266219192413941,0.6016361742725164,2023-02-13,0.7768116800639147,0.051818480212792346,0.6,4.984096343909419,2023-02-18
S004,T047,Math,10,0.4928472872960448,0.5266219192413941,0.5229899943341453,2023-01-04,0.7925409160515888,0.047862650817146246,0.6,5.814857170218188,2023-01-10
S005,T003,Chemistry,7,0.8798661766717135,0.6443849413983378,0.6849389814464466,2023-06-23,0.9149586743793962,0.0452522266492994,0.6,9.324386348915143,2023-07-03
S005,T008,Math,7,0.8798661766717135,0.6443849413983378,0.5248738669320687,2023-01-16,0.9469716972822717,0.03874730062841522,0.6,11.777324959641541,2023-01-28
S005,T009,Math,7,0.8798661766717135,0.6443849413983378,0.749472907012753,2023-06-26,0.9020518892661348,0.04787483690962794,0.6,8.516841339097228,2023-07-05
S005,T011,Math,7,0.8798661766717135,0.6443849413983378,0.6602993029112626,2023-03-18,0.9198866100864329,0.04425088862173473,0.6,9.656772341405759,2023-03-28
S005,T012,Math,7,0.8798661766717135,0.6443849413983378,0.36038519862874197,2023-03-04,0.979869430942937,0.0320626047043025,0.6,15.297873593362588,2023-03-20
S005,T019,Chemistry,7,0.8798661766717135,0.6443849413983378,0.5470754029258438,2023-03-02,0.9425313900835167,0.03964955437450886,0.6,11.390785490648032,2023-03-14
S005,T020,Math,7,0.8798661766717135,0.6443849413983378,0.6156929804439206,2023-01-07,0.9288078745799013,0.042438121182720404,0.6,10.29669177577508,2023-01-18
S005,T024,Math,7,0.8798661766717135,0.6443849413983378,0.7391177912813702,2023-01-20,0.9041229124124114,0.04745401278455422,0.6,8.64069521060733,2023-01-29
S005,T025,Math,7,0.8798661766717135,0.6443849413983378,0.7489946679324371,2023-05-18,0.902147537082198,0.04785540163263339,0.6,8.522515832419112,2023-05-27
S005,T026,Chemistry,7,0.8798661766717135,0.6443849413983378,0.7336654550008684,2023-02-07,0.9052133796685118,0.04723243393363937,0.6,8.706750956543754,2023-02-16
S005,T031,Math,7,0.8798661766717135,0.6443849413983378,0.604474383743026,2023-05-20,0.9310515939200802,0.04198220583964982,0.6,10.465982658178646,2023-05-31
S005,T042,Math,7,0.8798661766717135,0.6443849413983378,0.3290305932753414,2023-03-09,0.98,0.030788377094765694,0.6,15.93532893722682,2023-03-25
S005,T045,Math,7,0.8798661766717135,0.6443849413983378,0.4964385693952015,2023-05-03,0.9526587567896452,0.037591711495703,0.6,12.298644921871308,2023-05-16
S005,T048,Math,7,0.8798661766717135,0.6443849413983378,0.5726037616248777,2023-02-19,0.9374257183437099,0.040687007696399886,0.6,10.966839071874812,2023-03-02
S006,T006,Chemistry,7,0.6710749381367681,0.5304841491569,0.05,2023-02-15,0.9584299752547072,0.022232350823932878,0.6,21.066906136739114,2023-03-09
S006,T007,Math,7,0.6710749381367681,0.5304841491569,0.9259074468605311,2023-04-16,0.783248485882601,0.06292320799864652,0.6,4.235644525602374,2023-04-21
S006,T012,Math,7,0.6710749381367681,0.5304841491569,0.36038519862874197,2023-02-16,0.8963529355289588,0.03665149959566182,0.6,10.951927912591039,2023-02-27
S006,T014,Math,7,0.6710749381367681,0.5304841491569,0.8945256436960216,2023-05-04,0.7895248465155029,0.06146534566966537,0.6,4.465957950737532,2023-05-09
S006,T016,Math,7,0.6710749381367681,0.5304841491569,0.5891379171723502,2023-02-27,0.8506023918202372,0.047278357755103355,0.6,7.382133307772001,2023-03-07
S006,T019,Chemistry,7,0.6710749381367681,0.5304841491569,0.5470754029258438,2023-06-23,0.8590148946695385,0.045324315960221254,0.6,7.9175294444195625,2023-07-01
S006,T024,Math,7,0.6710749381367681,0.5304841491569,0.7391177912813702,2023-04-10,0.8206064169984332,0.05424577155929654,0.6,5.7721355166839885,2023-04-16
S006,T025,Math,7,0.6710749381367681,0.5304841491569,0.7489946679324371,2023-01-09,0.8186310416682198,0.054704608367433426,0.6,5.67966461749353,2023-01-15
S006,T030,Physics,7,0.6710749381367681,0.5304841491569,0.3936578292566362,2023-06-05,0.88969840940338,0.0381972015594473,0.6,10.313658282793801,2023-06-16
S006,T031,Math,7,0.6710749381367681,0.5304841491569,0.604474383743026,2023-01-12,0.847535098506102,0.04799082340775752,0.6,7.197263410395565,2023-01-20
